colour	x	y	clickSelects	showSelected1	fill
#E76BF3	0.506551602888406	-0.127316194957475	13	27	#E76BF3
#FD61D1	0.102822814862627	-0.078601845776234	14	27	#FD61D1
#FF67A4	0.0634906535664654	0.00824713586909155	15	27	#FF67A4
#F8766D	0.0228559151847219	-0.521984619336797	1	28	#F8766D
#E58700	0.108109268002166	-0.332299399812525	2	28	#E58700
#C99800	0.138060400528748	-0.447192068510337	3	28	#C99800
#A3A500	-0.080485499943795	0.0484069433214214	4	28	#A3A500
#6BB100	-0.196012324477793	-0.534079266782155	5	28	#6BB100
#00BA38	-0.0522229257427579	-0.118216546178674	6	28	#00BA38
#00BF7D	-0.192202310605996	0.243364832458258	7	28	#00BF7D
#00C0AF	0.0704155703789802	-0.610874681035439	8	28	#00C0AF
#00BCD8	0.436699496774558	-0.370781695789181	9	28	#00BCD8
#00B0F6	-0.113347327427409	-0.213971092989503	10	28	#00B0F6
#619CFF	-0.0316573008676908	-0.367874523599897	11	28	#619CFF
#B983FF	-0.0652110416748789	0.321452929791837	12	28	#B983FF
#E76BF3	0.498709261969996	-0.217845789999153	13	28	#E76BF3
#FD61D1	0.00768206980615357	0.0382482694905939	14	28	#FD61D1
#FF67A4	0.0403958074348748	0.0356077969079391	15	28	#FF67A4
#F8766D	0.0440852450590314	-0.582921253306016	1	29	#F8766D
#E58700	0.0855685228897431	-0.378367691890577	2	29	#E58700
#C99800	0.100099280981917	-0.438690049720569	3	29	#C99800
#A3A500	-0.0599052538329622	-0.0391769243719295	4	29	#A3A500
#6BB100	-0.166354303852805	-0.535767149935337	5	29	#6BB100
#00BA38	-0.0843052918850052	-0.104413741381247	6	29	#00BA38
#00BF7D	-0.203961960447722	0.2017215271942	7	29	#00BF7D
#00C0AF	0.0902100070503265	-0.641411305355892	8	29	#00C0AF
#00BCD8	0.332516578895647	-0.334292882904566	9	29	#00BCD8
#00B0F6	-0.199210520686926	-0.199594474085057	10	29	#00B0F6
#619CFF	-0.0492402844312161	-0.3308496607269	11	29	#619CFF
#B983FF	-0.116813241027889	0.349548719719681	12	29	#B983FF
#E76BF3	0.563774144004001	-0.194110517988298	13	29	#E76BF3
#FD61D1	-0.0246628141977951	0.0330224730872818	14	29	#FD61D1
#FF67A4	0.075655113458198	0.148882443886903	15	29	#FF67A4
#F8766D	0.0584275230810087	-0.568167225997702	1	30	#F8766D
#E58700	0.156141753240223	-0.431373523515945	2	30	#E58700
#C99800	0.0156840844853112	-0.452104797065852	3	30	#C99800
#A3A500	-0.0892145317397477	-0.0554495041995572	4	30	#A3A500
#6BB100	-0.28378340856049	-0.59684036973432	5	30	#6BB100
#00BA38	0.0212194302383725	-0.120211580203331	6	30	#00BA38
#00BF7D	-0.206787845785775	0.273151956775472	7	30	#00BF7D
#00C0AF	0.147972248458174	-0.612863104675437	8	30	#00C0AF
#00BCD8	0.352996823950049	-0.324619038811204	9	30	#00BCD8
#00B0F6	-0.166846877392562	-0.268601601402837	10	30	#00B0F6
#619CFF	0.000857445720589739	-0.359313194677828	11	30	#619CFF
#B983FF	-0.0427321064725003	0.382944022754587	12	30	#B983FF
#E76BF3	0.604926889888764	-0.171796859820862	13	30	#E76BF3
#FD61D1	0.0521882917647534	0.0203525701841418	14	30	#FD61D1
#FF67A4	0.0987062517852993	0.0988844442150105	15	30	#FF67A4
#F8766D	0.0612970306413524	-0.572553511116085	1	31	#F8766D
#E58700	0.133402661342792	-0.358546200556262	2	31	#E58700
#C99800	0.0966260695071782	-0.498550064750351	3	31	#C99800
#A3A500	-0.104748264709581	-0.0049980775745195	4	31	#A3A500
#6BB100	-0.290167373612394	-0.606807153640329	5	31	#6BB100
#00BA38	0.0525023955301861	-0.0662022240010517	6	31	#00BA38
#00BF7D	-0.229908888419821	0.356059220263287	7	31	#00BF7D
#00C0AF	0.182987952163686	-0.636230941865667	8	31	#00C0AF
#00BCD8	0.343701152613305	-0.278820316132765	9	31	#00BCD8
#00B0F6	-0.115925950119779	-0.35891869096404	10	31	#00B0F6
#619CFF	-0.0555975195004658	-0.442368990080109	11	31	#619CFF
#B983FF	-0.0519464302596505	0.345637199707119	12	31	#B983FF
#E76BF3	0.662144436482627	-0.100347824477245	13	31	#E76BF3
#FD61D1	0.135357542174956	-0.0705101200887846	14	31	#FD61D1
#FF67A4	0.102352615233721	0.0203242226547869	15	31	#FF67A4
#F8766D	0.0891764855135058	-0.508191518024343	1	32	#F8766D
#E58700	0.145858775409329	-0.366777177379023	2	32	#E58700
#C99800	0.115422585673461	-0.538305944138528	3	32	#C99800
#A3A500	-0.111638311196247	0.0892823947020033	4	32	#A3A500
#6BB100	-0.336908097506232	-0.543745778039071	5	32	#6BB100
#00BA38	-0.0182131435240417	-0.0740511817108931	6	32	#00BA38
#00BF7D	-0.245688981484736	0.390044253927036	7	32	#00BF7D
#00C0AF	0.157231261180703	-0.573871376004946	8	32	#00C0AF
#00BCD8	0.327968826771497	-0.357410517910878	9	32	#00BCD8
#00B0F6	-0.179223024940744	-0.251708393850024	10	32	#00B0F6
#619CFF	-0.0480167751610403	-0.405487617408372	11	32	#619CFF
#B983FF	0.0564782586151204	0.329855853345915	12	32	#B983FF
#E76BF3	0.674263867079155	-0.057424010290847	13	32	#E76BF3
#FD61D1	0.0509426728328206	-0.115919118105205	14	32	#FD61D1
#FF67A4	0.178358634454397	0.00474097169148063	15	32	#FF67A4
#F8766D	0.14571328307198	-0.57314474308564	1	33	#F8766D
#E58700	0.177699050377736	-0.354739389910591	2	33	#E58700
#C99800	0.223298822797837	-0.442330281460552	3	33	#C99800
#A3A500	-0.0669134073148412	0.130223712387277	4	33	#A3A500
#6BB100	-0.338950457032185	-0.509557246877923	5	33	#6BB100
#00BA38	-0.0842281046648611	-0.165118007887513	6	33	#00BA38
#00BF7D	-0.168939425109666	0.361567634400798	7	33	#00BF7D
#00C0AF	0.10526684152536	-0.522187443167523	8	33	#00C0AF
#00BCD8	0.348382942260998	-0.287398223344002	9	33	#00BCD8
#00B0F6	-0.206292974413175	-0.215837007589248	10	33	#00B0F6
#619CFF	-0.043458717994233	-0.40619200258035	11	33	#619CFF
#B983FF	0.00570070108648714	0.297118957788052	12	33	#B983FF
#E76BF3	0.599900174557279	0.101500453805652	13	33	#E76BF3
#FD61D1	-0.0267461808562027	-0.173665440754921	14	33	#FD61D1
#FF67A4	0.181610750329512	-0.0327461342000638	15	33	#FF67A4
#F8766D	0.196860126040211	-0.554507407618794	1	34	#F8766D
#E58700	0.214811307459887	-0.358589125336561	2	34	#E58700
#C99800	0.235565790553402	-0.455024625113813	3	34	#C99800
#A3A500	-0.00104443806933795	0.0750217391014831	4	34	#A3A500
#6BB100	-0.337477902362231	-0.551272889641871	5	34	#6BB100
#00BA38	-0.0590683139985414	-0.269991541486911	6	34	#00BA38
#00BF7D	-0.173663654101137	0.41229475496625	7	34	#00BF7D
#00C0AF	0.101296818992912	-0.534943890019723	8	34	#00C0AF
#00BCD8	0.387430469470787	-0.227027590419316	9	34	#00BCD8
#00B0F6	-0.251685607394598	-0.285997399873306	10	34	#00B0F6
#619CFF	-0.0470277884692623	-0.353822397548897	11	34	#619CFF
#B983FF	-0.00763768991926441	0.345016558034589	12	34	#B983FF
#E76BF3	0.550759869719551	0.0609736897252244	13	34	#E76BF3
#FD61D1	-0.140829378565233	-0.0946978047130132	14	34	#FD61D1
#FF67A4	0.133002478568802	-0.0841948700024261	15	34	#FF67A4
#F8766D	0.166639503128128	-0.518068870274497	1	35	#F8766D
#E58700	0.192279770876179	-0.372058686180417	2	35	#E58700
#C99800	0.269246872173256	-0.485856209664005	3	35	#C99800
#A3A500	0.0346179190259478	0.0609239309784932	4	35	#A3A500
#6BB100	-0.29636969561645	-0.607800511842536	5	35	#6BB100
#00BA38	-0.0955708913680851	-0.21520363797798	6	35	#00BA38
#00BF7D	-0.0792983212458672	0.368585726740477	7	35	#00BF7D
#00C0AF	0.174214691137037	-0.421959097657585	8	35	#00C0AF
#00BCD8	0.312665750449726	-0.270128291374853	9	35	#00BCD8
#00B0F6	-0.263879525524998	-0.213748701094765	10	35	#00B0F6
#619CFF	-0.0466204468883336	-0.377479500039607	11	35	#619CFF
#B983FF	0.0464092405988089	0.27804051780282	12	35	#B983FF
#E76BF3	0.548192780878712	0.0768619674835136	13	35	#E76BF3
#FD61D1	-0.0739200622155312	-0.0991876632061283	14	35	#FD61D1
#FF67A4	0.116202474815884	-0.0855989270956352	15	35	#FF67A4
#F8766D	0.19309351881087	-0.456853472604326	1	36	#F8766D
#E58700	0.230071890908548	-0.395348031280634	2	36	#E58700
#C99800	0.180930819399687	-0.484591254616203	3	36	#C99800
#A3A500	0.0457468992546762	-0.0100069697836958	4	36	#A3A500
#6BB100	-0.308623776953774	-0.631199081761056	5	36	#6BB100
#00BA38	-0.0379053946695299	-0.186739111703115	6	36	#00BA38
#00BF7D	-0.0386421435510229	0.440706420436687	7	36	#00BF7D
#00C0AF	0.224323267362574	-0.521372104686753	8	36	#00C0AF
#00BCD8	0.330843261421098	-0.305459600723482	9	36	#00BCD8
#00B0F6	-0.247526512225398	-0.12223806662047	10	36	#00B0F6
#619CFF	-0.0739274753404559	-0.367706766049611	11	36	#619CFF
#B983FF	0.0826604006239655	0.289589943663938	12	36	#B983FF
#E76BF3	0.529115720390351	0.0892751295146823	13	36	#E76BF3
#FD61D1	-0.108180423870432	-0.152977389469983	14	36	#FD61D1
#FF67A4	0.0493995538083042	-0.0395894726284958	15	36	#FF67A4
#F8766D	0.198626203955733	-0.490484338248625	1	37	#F8766D
#E58700	0.241002704114139	-0.389072358624855	2	37	#E58700
#C99800	0.262418639950559	-0.454797626668963	3	37	#C99800
#A3A500	0.163848040352018	0.0187134504839292	4	37	#A3A500
#6BB100	-0.224237951428569	-0.65271749519759	5	37	#6BB100
#00BA38	-0.100620007668306	-0.273164734298845	6	37	#00BA38
#00BF7D	0.032435139871437	0.526896689233818	7	37	#00BF7D
#00C0AF	0.235981683513406	-0.557722155593948	8	37	#00C0AF
#00BCD8	0.350956509042947	-0.276161511573624	9	37	#00BCD8
#00B0F6	-0.274745221220651	-0.176785549978434	10	37	#00B0F6
#619CFF	-0.111609340496052	-0.339201870093375	11	37	#619CFF
#B983FF	0.0431994367111512	0.249436152443226	12	37	#B983FF
#E76BF3	0.475916081790751	0.0574181493717625	13	37	#E76BF3
#FD61D1	-0.0528198012223194	-0.163438896958041	14	37	#FD61D1
#FF67A4	0.0312228580518346	-0.0486719380045882	15	37	#FF67A4
#F8766D	0.222647723088679	-0.540642863792392	1	38	#F8766D
#E58700	0.267716670466795	-0.379926912913682	2	38	#E58700
#C99800	0.25835101341427	-0.447876808846943	3	38	#C99800
#A3A500	0.193292993083771	-0.034983598501716	4	38	#A3A500
#6BB100	-0.201356611969717	-0.650001944687441	5	38	#6BB100
#00BA38	-0.0926964980193104	-0.313831880943608	6	38	#00BA38
#00BF7D	0.0342200634121752	0.574975825424484	7	38	#00BF7D
#00C0AF	0.163101193512539	-0.596653418003528	8	38	#00C0AF
#00BCD8	0.285625092697973	-0.333035231444745	9	38	#00BCD8
#00B0F6	-0.307628694940153	-0.182967424430034	10	38	#00B0F6
#619CFF	-0.141082874094371	-0.323408546777448	11	38	#619CFF
#B983FF	0.0191068720041725	0.259615967818058	12	38	#B983FF
#E76BF3	0.441761944373894	-0.0113457792402063	13	38	#E76BF3
#FD61D1	0.0449469931945355	-0.114895123374052	14	38	#FD61D1
#FF67A4	-0.000213511114974224	-0.144014171699854	15	38	#FF67A4
#F8766D	0.24416170805216	-0.488267326947053	1	39	#F8766D
#E58700	0.313095554201777	-0.381215768130628	2	39	#E58700
#C99800	0.253143114834288	-0.484103265025325	3	39	#C99800
#A3A500	0.112147874190379	-0.0531106646832903	4	39	#A3A500
#6BB100	-0.18319854484299	-0.665635437806393	5	39	#6BB100
#00BA38	-0.128619477406219	-0.312908064902139	6	39	#00BA38
#00BF7D	0.11226399214275	0.592924362063117	7	39	#00BF7D
#00C0AF	0.182647447443294	-0.633457822274911	8	39	#00C0AF
#00BCD8	0.253468833283083	-0.381923474316491	9	39	#00BCD8
#00B0F6	-0.403868354300274	-0.254216170804602	10	39	#00B0F6
#619CFF	-0.103053028543424	-0.336540509181963	11	39	#619CFF
#B983FF	0.0178587634036202	0.3329858664737	12	39	#B983FF
#E76BF3	0.489535736394469	-0.0945681304514593	13	39	#E76BF3
#FD61D1	0.11445049477854	-0.137574874155317	14	39	#FD61D1
#FF67A4	-0.0515420891019171	0.00890302628918871	15	39	#FF67A4
#F8766D	0.135148764848841	-0.480528675466826	1	40	#F8766D
#E58700	0.346934402765011	-0.432568957672039	2	40	#E58700
#C99800	0.267278957855137	-0.56876111743883	3	40	#C99800
#A3A500	0.130746513126938	0.013711161485548	4	40	#A3A500
#6BB100	-0.198070620651319	-0.677871506271948	5	40	#6BB100
#00BA38	-0.149301361346366	-0.282539241580151	6	40	#00BA38
#00BF7D	0.147106944478795	0.572357645510533	7	40	#00BF7D
#00C0AF	0.0752725610931742	-0.563141508586904	8	40	#00C0AF
#00BCD8	0.306907490041428	-0.374504294733299	9	40	#00BCD8
#00B0F6	-0.43207033098342	-0.371523135003999	10	40	#00B0F6
#619CFF	-0.171262976987778	-0.28869060573766	11	40	#619CFF
#B983FF	-0.0705282287554565	0.344201891843085	12	40	#B983FF
#E76BF3	0.52857431125513	-0.063717016086694	13	40	#E76BF3
#FD61D1	0.206876965328646	-0.166772400761082	14	40	#FD61D1
#FF67A4	-0.0596584517627221	0.0350419350410049	15	40	#FF67A4
#F8766D	0.193806204288106	-0.506175103197751	1	41	#F8766D
#E58700	0.346927524198943	-0.464525323929146	2	41	#E58700
#C99800	0.276203815380329	-0.543888206492995	3	41	#C99800
#A3A500	0.122576869641288	0.0344508801660274	4	41	#A3A500
#6BB100	-0.226939259898821	-0.780205228682318	5	41	#6BB100
#00BA38	-0.226730717902342	-0.192557668233857	6	41	#00BA38
#00BF7D	0.212578953421419	0.487214513703648	7	41	#00BF7D
#00C0AF	0.117081896307371	-0.529161751213342	8	41	#00C0AF
#00BCD8	0.289515130199396	-0.414972655645542	9	41	#00BCD8
#00B0F6	-0.485986527208636	-0.344809745699263	10	41	#00B0F6
#619CFF	-0.286468004142309	-0.249491726826028	11	41	#619CFF
#B983FF	-0.110751962555541	0.395991844984347	12	41	#B983FF
#E76BF3	0.608115971573995	-0.100139047482659	13	41	#E76BF3
#FD61D1	0.243592212881725	-0.159054053486534	14	41	#FD61D1
#FF67A4	-0.125887478070837	0.0157251858214202	15	41	#FF67A4
#F8766D	0.141023413775331	-0.508318244725953	1	42	#F8766D
#E58700	0.410349111055555	-0.467202331240457	2	42	#E58700
#C99800	0.273118780765011	-0.525530576684879	3	42	#C99800
#A3A500	0.177345475087721	-0.0370379474997367	4	42	#A3A500
#6BB100	-0.252188837793508	-0.891764950465	5	42	#6BB100
#00BA38	-0.187424407573703	-0.245940262174045	6	42	#00BA38
#00BF7D	0.180682019034206	0.56646812115659	7	42	#00BF7D
#00C0AF	0.0448872656624757	-0.570278838368185	8	42	#00C0AF
#00BCD8	0.271753689144841	-0.441992823744216	9	42	#00BCD8
#00B0F6	-0.499301798759879	-0.336200240686441	10	42	#00B0F6
#619CFF	-0.251478826281387	-0.213396761315364	11	42	#619CFF
#B983FF	-0.240009936040421	0.391665418837194	12	42	#B983FF
#E76BF3	0.590150328743014	-0.151316718807201	13	42	#E76BF3
#FD61D1	0.222279821496399	-0.12141389683216	14	42	#FD61D1
#FF67A4	-0.0820717481261861	0.0195828679551331	15	42	#FF67A4
#F8766D	0.0881626848673136	-0.521277021534034	1	43	#F8766D
#E58700	0.415218014587899	-0.474846331322034	2	43	#E58700
#C99800	0.245787818893469	-0.497243079232253	3	43	#C99800
#A3A500	0.290913344246689	-0.0774320900275901	4	43	#A3A500
#6BB100	-0.114632080843918	-0.913175737092673	5	43	#6BB100
#00BA38	-0.211837075264162	-0.276288082738023	6	43	#00BA38
#00BF7D	0.217030291762301	0.450942203891376	7	43	#00BF7D
#00C0AF	0.0453308430963169	-0.609334651283462	8	43	#00C0AF
#00BCD8	0.360218474577158	-0.429756490286959	9	43	#00BCD8
#00B0F6	-0.542420724457989	-0.355182744084644	10	43	#00B0F6
#619CFF	-0.248432002372237	-0.252811837110453	11	43	#619CFF
#B983FF	-0.266340383809198	0.425039610434486	12	43	#B983FF
#E76BF3	0.646169358106722	-0.0900992776487215	13	43	#E76BF3
#FD61D1	0.300782037975721	-0.108396647634003	14	43	#FD61D1
#FF67A4	-0.00447312410942503	-0.105361072678226	15	43	#FF67A4
#F8766D	0.244601273327591	-0.527035486594215	1	44	#F8766D
#E58700	0.510990475931507	-0.427540904438586	2	44	#E58700
#C99800	0.280379729807499	-0.441969221762027	3	44	#C99800
#A3A500	0.35082244539717	-0.0449577385750817	4	44	#A3A500
#6BB100	-0.0554329154117715	-0.819270325175403	5	44	#6BB100
#00BA38	-0.158276857544453	-0.363975045910285	6	44	#00BA38
#00BF7D	0.230814369755134	0.516763306883473	7	44	#00BF7D
#00C0AF	0.10383823107924	-0.636422386642308	8	44	#00C0AF
#00BCD8	0.394389011741892	-0.425805749620128	9	44	#00BCD8
#00B0F6	-0.532843159251778	-0.347188243003538	10	44	#00B0F6
#619CFF	-0.258769760726987	-0.188910303554673	11	44	#619CFF
#B983FF	-0.255479599728019	0.468135198770685	12	44	#B983FF
#E76BF3	0.651257742407539	-0.128944272455703	13	44	#E76BF3
#FD61D1	0.343744706908427	-0.204500897171559	14	44	#FD61D1
#FF67A4	0.0114502580183627	-0.0812482738071402	15	44	#FF67A4
#F8766D	0.335131965525526	-0.486775443769336	1	45	#F8766D
#E58700	0.509645244113872	-0.481434926884128	2	45	#E58700
#C99800	0.261316383042153	-0.48128094111589	3	45	#C99800
#A3A500	0.466303256498626	-0.168952397501449	4	45	#A3A500
#6BB100	-0.0385744483611437	-0.71688526499472	5	45	#6BB100
#00BA38	-0.125383637177469	-0.376927436278641	6	45	#00BA38
#00BF7D	0.200143641716764	0.450996119917089	7	45	#00BF7D
#00C0AF	0.137804991034964	-0.653733165124231	8	45	#00C0AF
#00BCD8	0.381486209863805	-0.286893478043811	9	45	#00BCD8
#00B0F6	-0.560275447775366	-0.359485633223334	10	45	#00B0F6
#619CFF	-0.391842242780124	-0.192581120677744	11	45	#619CFF
#B983FF	-0.22581710255236	0.420267393759845	12	45	#B983FF
#E76BF3	0.721372697697675	-0.0748602018159116	13	45	#E76BF3
#FD61D1	0.264524541274916	-0.262243633211263	14	45	#FD61D1
#FF67A4	0.0605454456074233	-0.0845156172750328	15	45	#FF67A4
#F8766D	0.378155438886036	-0.509490809199938	1	46	#F8766D
#E58700	0.434351666567967	-0.465267283258378	2	46	#E58700
#C99800	0.183874933322377	-0.459990515173122	3	46	#C99800
#A3A500	0.542430307727076	-0.15375603200371	4	46	#A3A500
#6BB100	-0.0200899911108171	-0.689022902962768	5	46	#6BB100
#00BA38	-0.171708477425952	-0.324875462763723	6	46	#00BA38
#00BF7D	0.305896918563708	0.385419142100166	7	46	#00BF7D
#00C0AF	0.152892969557324	-0.60751073342885	8	46	#00C0AF
#00BCD8	0.460348070713685	-0.286151549682821	9	46	#00BCD8
#00B0F6	-0.499123775351731	-0.46536434916755	10	46	#00B0F6
#619CFF	-0.331493981950277	-0.159463500478285	11	46	#619CFF
#B983FF	-0.228030251804974	0.407320151793662	12	46	#B983FF
#E76BF3	0.755702190022426	-0.0132377875449557	13	46	#E76BF3
#FD61D1	0.212796051489742	-0.278870663757331	14	46	#FD61D1
#FF67A4	0.052874465430054	-0.0682986401196644	15	46	#FF67A4
#F8766D	0.421828835195512	-0.563436637217173	1	47	#F8766D
#E58700	0.514936662681874	-0.444993008874561	2	47	#E58700
#C99800	0.176721010929949	-0.402949129196925	3	47	#C99800
#A3A500	0.592695332717637	-0.15795425230751	4	47	#A3A500
#6BB100	0.0466542892968736	-0.688920910498107	5	47	#6BB100
#00BA38	-0.21266687145838	-0.278311805527012	6	47	#00BA38
#00BF7D	0.315189192753658	0.319825002150164	7	47	#00BF7D
#00C0AF	0.206177539646043	-0.609231113485359	8	47	#00C0AF
#00BCD8	0.511239243731986	-0.3702148115598	9	47	#00BCD8
#00B0F6	-0.502513134429782	-0.511370343689349	10	47	#00B0F6
#619CFF	-0.377685682981403	-0.0594775335503986	11	47	#619CFF
#B983FF	-0.170296444932251	0.306895719950853	12	47	#B983FF
#E76BF3	0.784901247373648	-0.0921787976407823	13	47	#E76BF3
#FD61D1	0.191831813196321	-0.243601485388936	14	47	#FD61D1
#FF67A4	0.0450547690402702	-0.0618466486303138	15	47	#FF67A4
#F8766D	0.500806153491153	-0.499099341424141	1	48	#F8766D
#E58700	0.489382222998703	-0.431885352599371	2	48	#E58700
#C99800	0.21997910989381	-0.448872648584077	3	48	#C99800
#A3A500	0.55358637337215	-0.232520861629071	4	48	#A3A500
#6BB100	0.097801459221289	-0.659226382913317	5	48	#6BB100
#00BA38	-0.23785629558921	-0.267089663505083	6	48	#00BA38
#00BF7D	0.294927488140692	0.372738579349547	7	48	#00BF7D
#00C0AF	0.212066587344158	-0.603471096761376	8	48	#00C0AF
#00BCD8	0.507564508051568	-0.30954638781227	9	48	#00BCD8
#00B0F6	-0.520610200866215	-0.474634805958214	10	48	#00B0F6
#619CFF	-0.347999228301711	0.00811902168719146	11	48	#619CFF
#B983FF	-0.246790733626984	0.358036927744644	12	48	#B983FF
#E76BF3	0.76633561361564	-0.120349726475545	13	48	#E76BF3
#FD61D1	0.215895220494597	-0.30492890812602	14	48	#FD61D1
#FF67A4	0.0576842619400608	-0.0516999442345141	15	48	#FF67A4
#F8766D	0.43682771464155	-0.502537474307852	1	49	#F8766D
#E58700	0.455698229186153	-0.423847296914566	2	49	#E58700
#C99800	0.179398029664709	-0.479612882714813	3	49	#C99800
#A3A500	0.55439141812483	-0.315729881309552	4	49	#A3A500
#6BB100	0.123739135099645	-0.687716533979641	5	49	#6BB100
#00BA38	-0.19220146777288	-0.361309584131529	6	49	#00BA38
#00BF7D	0.259449015363139	0.37763827342112	7	49	#00BF7D
#00C0AF	0.281029060577511	-0.620097410396379	8	49	#00C0AF
#00BCD8	0.537125597630322	-0.272313132821714	9	49	#00BCD8
#00B0F6	-0.488710832774389	-0.451238379875392	10	49	#00B0F6
#619CFF	-0.271885552364862	0.117688286713894	11	49	#619CFF
#B983FF	-0.208967673495228	0.410461509535021	12	49	#B983FF
#E76BF3	0.777344213359692	-0.127317271286261	13	49	#E76BF3
#FD61D1	0.232985455748604	-0.206718470530651	14	49	#FD61D1
#FF67A4	0.0607201069979	-0.0229764218500406	15	49	#FF67A4
#F8766D	0.329910134761819	-0.403506795222441	1	50	#F8766D
#E58700	0.492019151807835	-0.377448677955473	2	50	#E58700
#C99800	0.157196643652744	-0.432366580781867	3	50	#C99800
#A3A500	0.501324987901009	-0.284189638154962	4	50	#A3A500
#6BB100	0.11969863080983	-0.617425417396749	5	50	#6BB100
#00BA38	-0.159870802323341	-0.354746823594969	6	50	#00BA38
#00BF7D	0.235452182265029	0.307276157911501	7	50	#00BF7D
#00C0AF	0.268280578003285	-0.607993765157371	8	50	#00C0AF
#00BCD8	0.581450216775771	-0.188806001504085	9	50	#00BCD8
#00B0F6	-0.543535604683337	-0.448558130831032	10	50	#00B0F6
#619CFF	-0.347921401747086	0.224048827244619	11	50	#619CFF
#B983FF	-0.341345959505027	0.39127884264223	12	50	#B983FF
#E76BF3	0.741248710944087	-0.14164898650825	13	50	#E76BF3
#FD61D1	0.21683274102369	-0.247540758701142	14	50	#FD61D1
#FF67A4	0.0661097754442856	0.0206862639756087	15	50	#FF67A4
#F8766D	0.33214372910199	-0.375092230923279	1	51	#F8766D
#E58700	0.461307905266012	-0.349072634983479	2	51	#E58700
#C99800	0.166232731742018	-0.596102869886774	3	51	#C99800
#A3A500	0.383789796286992	-0.384325198220349	4	51	#A3A500
#6BB100	0.168432774030153	-0.605775250898274	5	51	#6BB100
#00BA38	-0.0986636471304551	-0.392130290753049	6	51	#00BA38
#00BF7D	0.275627243867173	0.386447902932278	7	51	#00BF7D
#00C0AF	0.198649622862151	-0.664949720728732	8	51	#00C0AF
#00BCD8	0.503220128357313	-0.245180061288827	9	51	#00BCD8
#00B0F6	-0.459540610654901	-0.548772710055414	10	51	#00B0F6
#619CFF	-0.32969582242364	0.120265930107902	11	51	#619CFF
#B983FF	-0.321836114623163	0.332806541030315	12	51	#B983FF
#E76BF3	0.740766809593964	-0.134377940586803	13	51	#E76BF3
